2438
0	33	3	100	559	2.000000
0	79	3	100	2648218	2.000000
0	44	3	100	2449778	2.000000
0	76	3	100	488	2.000000
0	49	3	100	2357719	2.000000
0	83	3	100	2960519	2.000000
0	54	3	100	1079	2.000000
1	150	3	100	2989307	2.000000
1	70	3	100	396	2.000000
1	90	3	100	328	2.000000
1	124	3	100	2862847	2.000000
1	27	3	100	2949	2.000000
1	147	3	100	1814274	2.000000
1	106	3	100	1031	2.000000
2	30	3	100	2287850	2.000000
2	69	3	100	384518	2.000000
2	103	3	100	1427	2.000000
2	22	3	100	158818	2.000000
2	118	3	100	573789	2.000000
2	72	3	100	2474593	2.000000
3	130	3	100	191	2.000000
3	71	3	100	317	2.000000
4	54	3	100	297	2.000000
4	41	3	100	5298	2.000000
5	95	3	100	3394261	2.000000
5	120	3	100	2195189	2.000000
5	133	3	100	222849	2.000000
5	56	3	100	404	2.000000
5	33	3	100	340	2.000000
5	64	3	100	427	2.000000
6	137	3	100	1794	2.000000
6	114	3	100	130844	2.000000
6	113	3	100	1641653	2.000000
6	64	3	100	1561004	2.000000
6	111	3	100	2219	2.000000
6	19	3	100	350999	2.000000
6	107	3	100	1528782	2.000000
7	111	3	100	2033476	2.000000
7	102	3	100	145904	2.000000
7	48	3	100	695	2.000000
7	105	3	100	160	2.000000
8	136	3	100	300962	2.000000
8	157	3	100	551	2.000000
8	131	3	100	3767	2.000000
8	55	3	100	562322	2.000000
9	154	3	100	1844	2.000000
9	157	3	100	206094	2.000000
9	64	3	100	394	2.000000
9	43	3	100	1936679	2.000000
9	118	3	100	1608271	2.000000
9	24	3	100	2100335	2.000000
9	63	3	100	270	2.000000
9	39	3	100	400	2.000000
10	158	3	100	361	2.000000
10	95	3	100	289	2.000000
10	30	3	100	250	2.000000
10	89	3	100	410	2.000000
10	34	3	100	210731	2.000000
10	120	3	100	464	2.000000
10	141	3	100	244380	2.000000
10	61	3	100	104	2.000000
10	110	3	100	387	2.000000
10	53	3	100	2300618	2.000000
11	96	3	100	1644	2.000000
11	71	3	100	2244925	2.000000
11	141	3	100	4166	2.000000
11	21	3	100	593	2.000000
11	48	3	100	411295	2.000000
12	54	3	100	1092	2.000000
12	53	3	100	1415	2.000000
12	151	3	100	2174966	2.000000
12	106	3	100	1337	2.000000
12	71	3	100	211975	2.000000
13	83	3	100	246	2.000000
13	25	3	100	421	2.000000
13	24	3	100	50268	2.000000
14	25	3	100	99	2.000000
14	48	3	100	272	2.000000
15	133	3	100	2402212	2.000000
15	49	3	100	2755006	2.000000
15	71	3	100	271	2.000000
15	39	3	100	233301	2.000000
15	22	3	100	2143085	2.000000
15	121	3	100	378	2.000000
15	49	3	100	448	2.000000
15	17	3	100	450	2.000000
16	109	3	100	2938018	2.000000
16	140	3	100	3001908	2.000000
16	13	3	100	208660	2.000000
16	135	3	100	191791	2.000000
16	36	3	100	1109773	2.000000
17	84	3	100	302	2.000000
17	13	3	100	415063	2.000000
17	147	3	100	2437056	2.000000
18	141	3	100	312	2.000000
18	105	3	100	33410	2.000000
19	69	3	100	504	2.000000
19	48	3	100	1567742	2.000000
19	2	3	100	268743	2.000000
19	8	3	100	2446982	2.000000
19	85	3	100	1604922	2.000000
19	115	3	100	320	2.000000
19	61	3	100	261093	2.000000
19	127	3	100	1282	2.000000
20	121	3	100	2255619	2.000000
21	85	3	100	1977986	2.000000
21	62	3	100	283	2.000000
22	107	3	100	409	2.000000
22	0	3	100	272371	2.000000
23	112	3	100	1640373	2.000000
23	155	3	100	1734662	2.000000
23	113	3	100	136179	2.000000
23	135	3	100	2778	2.000000
23	78	3	100	1057	2.000000
23	132	3	100	688	2.000000
23	131	3	100	343814	2.000000
23	71	3	100	1763960	2.000000
23	91	3	100	333	2.000000
23	130	3	100	242963	2.000000
24	151	3	100	487828	2.000000
25	107	3	100	1786558	2.000000
25	71	3	100	1313	2.000000
25	147	3	100	3068788	2.000000
25	4	3	100	7332	2.000000
25	68	3	100	2188313	2.000000
25	33	3	100	276	2.000000
25	113	3	100	227816	2.000000
26	41	3	100	307	2.000000
26	7	3	100	386	2.000000
26	138	3	100	182116	2.000000
26	53	3	100	287	2.000000
26	8	3	100	2002	2.000000
26	104	3	100	319	2.000000
27	141	3	100	470	2.000000
27	0	3	100	76	2.000000
27	126	3	100	644	2.000000
27	55	3	100	2709882	2.000000
27	38	3	100	2627715	2.000000
28	45	3	100	1387	2.000000
28	117	3	100	259948	2.000000
28	10	3	100	692	2.000000
29	48	3	100	232	2.000000
29	59	3	100	454	2.000000
29	79	3	100	152314	2.000000
29	88	3	100	517	2.000000
29	109	3	100	3926	2.000000
29	147	3	100	3452708	2.000000
29	117	3	100	1616706	2.000000
29	7	3	100	1862789	2.000000
29	154	3	100	2105	2.000000
30	145	3	100	129	2.000000
30	127	3	100	2736790	2.000000
30	150	3	100	375	2.000000
30	118	3	100	2477108	2.000000
30	158	3	100	2309	2.000000
30	8	3	100	1816301	2.000000
30	95	3	100	281	2.000000
30	107	3	100	2600238	2.000000
31	134	3	100	191	2.000000
31	58	3	100	3055963	2.000000
31	40	3	100	124746	2.000000
31	10	3	100	1567879	2.000000
31	41	3	100	2098061	2.000000
32	103	3	100	213	2.000000
32	97	3	100	177648	2.000000
32	134	3	100	1811248	2.000000
32	71	3	100	151	2.000000
32	117	3	100	71	2.000000
32	143	3	100	2235	2.000000
33	9	3	100	306	2.000000
33	141	3	100	2698346	2.000000
33	112	3	100	321	2.000000
34	5	3	100	68	2.000000
34	31	3	100	159784	2.000000
34	140	3	100	1244	2.000000
34	1	3	100	196123	2.000000
34	59	3	100	1623900	2.000000
34	52	3	100	1946885	2.000000
34	118	3	100	336	2.000000
34	3	3	100	1595947	2.000000
34	98	3	100	335900	2.000000
35	123	3	100	3869	2.000000
35	127	3	100	182368	2.000000
35	48	3	100	564800	2.000000
35	130	3	100	484	2.000000
35	156	3	100	268892	2.000000
35	106	3	100	112057	2.000000
36	74	3	100	61	2.000000
36	83	3	100	2349962	2.000000
36	23	3	100	2297966	2.000000
36	63	3	100	51119	2.000000
36	62	3	100	1639158	2.000000
37	79	3	100	322	2.000000
37	1	3	100	395	2.000000
38	81	3	100	1873990	2.000000
38	89	3	100	2075981	2.000000
38	58	3	100	63	2.000000
38	54	3	100	452	2.000000
38	51	3	100	154604	2.000000
38	14	3	100	1687285	2.000000
38	153	3	100	460	2.000000
39	16	3	100	386	2.000000
39	91	3	100	2507244	2.000000
39	137	3	100	309	2.000000
39	150	3	100	316	2.000000
39	70	3	100	502675	2.000000
40	140	3	100	304747	2.000000
40	69	3	100	287780	2.000000
40	131	3	100	359	2.000000
40	58	3	100	1617	2.000000
40	157	3	100	459	2.000000
40	8	3	100	60	2.000000
40	24	3	100	405	2.000000
41	95	3	100	672	2.000000
41	16	3	100	22890	2.000000
41	103	3	100	514	2.000000
41	11	3	100	1417	2.000000
41	114	3	100	582858	2.000000
41	48	3	100	66	2.000000
41	78	3	100	105524	2.000000
41	123	3	100	338	2.000000
42	159	3	100	274	2.000000
42	78	3	100	1426	2.000000
42	16	3	100	336	2.000000
42	5	3	100	2010816	2.000000
42	156	3	100	1511	2.000000
42	77	3	100	1639974	2.000000
43	8	3	100	74	2.000000
43	1	3	100	408	2.000000
43	140	3	100	3544	2.000000
43	133	3	100	306	2.000000
43	19	3	100	1644	2.000000
43	158	3	100	57323	2.000000
43	68	3	100	407	2.000000
43	28	3	100	704	2.000000
43	75	3	100	305	2.000000
43	71	3	100	406	2.000000
44	62	3	100	2584617	2.000000
44	96	3	100	519	2.000000
44	28	3	100	2296506	2.000000
44	71	3	100	2177196	2.000000
44	19	3	100	1440	2.000000
45	1	3	100	2545516	2.000000
45	55	3	100	445	2.000000
45	136	3	100	2485339	2.000000
45	117	3	100	955	2.000000
46	127	3	100	315	2.000000
46	139	3	100	2617684	2.000000
46	20	3	100	1793258	2.000000
46	59	3	100	1786112	2.000000
46	112	3	100	287	2.000000
46	147	3	100	363	2.000000
46	5	3	100	475	2.000000
47	133	3	100	1305	2.000000
47	48	3	100	164218	2.000000
47	67	3	100	287	2.000000
47	72	3	100	302	2.000000
47	108	3	100	240844	2.000000
48	31	3	100	2297	2.000000
48	112	3	100	51	2.000000
48	106	3	100	94391	2.000000
48	144	3	100	549082	2.000000
48	129	3	100	1765816	2.000000
49	66	3	100	2653976	2.000000
49	83	3	100	1856934	2.000000
49	78	3	100	261568	2.000000
49	91	3	100	2846560	2.000000
49	18	3	100	1342	2.000000
50	142	3	100	1988	2.000000
50	89	3	100	196483	2.000000
50	155	3	100	92587	2.000000
50	148	3	100	1539677	2.000000
50	149	3	100	475	2.000000
50	6	3	100	1101	2.000000
51	129	3	100	1095	2.000000
51	147	3	100	2211	2.000000
51	150	3	100	333	2.000000
51	15	3	100	2013202	2.000000
51	111	3	100	2612975	2.000000
51	7	3	100	1059	2.000000
51	66	3	100	128173	2.000000
52	102	3	100	469	2.000000
52	12	3	100	325	2.000000
52	150	3	100	2667089	2.000000
52	131	3	100	328	2.000000
52	21	3	100	1579604	2.000000
53	153	3	100	2121057	2.000000
53	159	3	100	1906798	2.000000
53	139	3	100	377462	2.000000
53	105	3	100	1505717	2.000000
53	9	3	100	351	2.000000
53	23	3	100	305	2.000000
53	67	3	100	1315	2.000000
54	97	3	100	67	2.000000
54	78	3	100	426	2.000000
54	17	3	100	283	2.000000
54	73	3	100	697	2.000000
54	133	3	100	1712460	2.000000
54	133	3	100	1737505	2.000000
55	159	3	100	486	2.000000
55	67	3	100	333364	2.000000
55	91	3	100	144498	2.000000
55	153	3	100	321	2.000000
55	27	3	100	659	2.000000
55	6	3	100	2580270	2.000000
55	64	3	100	343201	2.000000
55	94	3	100	228650	2.000000
55	136	3	100	2029064	2.000000
55	118	3	100	2418727	2.000000
56	42	3	100	2280050	2.000000
56	31	3	100	245125	2.000000
56	87	3	100	393	2.000000
56	20	3	100	270279	2.000000
56	65	3	100	381	2.000000
56	29	3	100	920	2.000000
56	131	3	100	43316	2.000000
57	22	3	100	262	2.000000
57	133	3	100	260974	2.000000
57	93	3	100	357590	2.000000
57	26	3	100	1859	2.000000
57	90	3	100	571	2.000000
57	26	3	100	2746439	2.000000
57	148	3	100	2581903	2.000000
57	3	3	100	155687	2.000000
57	80	3	100	1017	2.000000
58	129	3	100	350	2.000000
58	109	3	100	2028	2.000000
58	137	3	100	2628759	2.000000
59	74	3	100	561771	2.000000
59	33	3	100	1799648	2.000000
59	81	3	100	205418	2.000000
59	142	3	100	473	2.000000
59	76	3	100	218966	2.000000
59	120	3	100	99836	2.000000
60	99	3	100	3165742	2.000000
60	158	3	100	360	2.000000
60	134	3	100	221638	2.000000
60	80	3	100	2418520	2.000000
60	134	3	100	326	2.000000
61	39	3	100	463	2.000000
61	42	3	100	2813641	2.000000
61	122	3	100	3627339	2.000000
61	152	3	100	2693867	2.000000
61	25	3	100	451778	2.000000
61	85	3	100	1755261	2.000000
61	100	3	100	679	2.000000
61	107	3	100	1913573	2.000000
61	111	3	100	93391	2.000000
