1	4.65026E-06
2	0.03279394
3	0.050197102
4	0.050231548
5	0.055631466
6	0.055762267
7	0.057010018
8	0.057058111
9	0.05885741
10	0.060691651
11	0.080788903
12	0.080998733
13	0.08175478
14	0.086431756
15	0.093291314
16	0.093896824
18	0.095438561
20	0.096505453
22	0.097690233
25	0.09996975
28	0.10211139
31	0.103925327
35	0.106689124
39	0.109879521
44	0.113570973
49	0.11672185
55	0.121520387
61	0.127071094
68	0.131826615
76	0.139024911
85	0.147285906
95	0.156812796
107	0.167718264
119	0.176941584
133	0.190744122
149	0.206405836
167	0.224047474
186	0.243827755
208	0.260091791
233	0.283747813
260	0.309691277
291	0.337878133
325	0.368216962
364	0.392247985
406	0.425800497
454	0.46082334
508	0.496960143
568	0.533831167
635	0.561636097
710	0.598608072
794	0.635008245
887	0.670450532
992	0.704489488
1109	0.736831635
1240	0.759762425
1386	0.78851195
1550	0.815290084
1733	0.83994562
1937	0.862087723
2166	0.877098512
2421	0.895131465
2707	0.910919152
3027	0.92468197
3384	0.936696135
3783	0.944582981
4229	0.953681288
4729	0.961423447
5286	0.968006197
5910	0.97347358
6608	0.978140275
7388	0.981064752
8259	0.984458654
9234	0.987235163
10324	0.989499536
11542	0.99138654
12904	0.992594636
16129	0.995104158
25198	0.997771527
49208	0.999351607
96093	0.999834212
293173	1
