3	0.000915041
32	0.001682704
36	0.001971578
40	0.002275521
46	0.002602281
53	0.002955645
64	0.003351521
70	0.004532251
77	0.005787467
85	0.007131056
96	0.008589831
110	0.010200496
128	0.012006448
137	0.013067644
146	0.014184414
158	0.015372738
171	0.016640754
186	0.017995859
205	0.019467254
228	0.021075556
256	0.02285533
268	0.025489727
282	0.028242313
296	0.031119657
313	0.034143657
331	0.037316206
352	0.040668845
375	0.04422386
402	0.048007734
433	0.052059883
469	0.056424603
512	0.061146709
531	0.062191519
573	0.064398138
597	0.065566017
623	0.066782447
683	0.069387642
717	0.070778306
755	0.072236285
796	0.07377104
843	0.07539277
956	0.078933184
1053	0.081791862
1117	0.083688741
1189	0.085696373
1271	0.087839363
1317	0.088965754
1418	0.091345446
1475	0.092644342
1603	0.095386881
1755	0.098372891
2137	0.104998415
2341	0.108345089
2657	0.112983558
3511	0.123235847
4535	0.137267877
5521	0.153424787
7256	0.175891905
9078	0.197608719
10335	0.212286289
13435	0.242184278
16861	0.266648767
21984	0.283528891
25170	0.292154481
30468	0.30431447
40018	0.321624493
45220	0.329313172
50244	0.336054414
55146	0.341882951
60293	0.347660744
65902	0.353927267
70217	0.364766596
75137	0.376454051
80248	0.387794796
85482	0.398573439
90049	0.407476105
95133	0.416945041
100825	0.426958729
110247	0.442387199
120372	0.457529006
129632	0.470413149
140605	0.480676377
150160	0.488487682
160275	0.496192282
170901	0.503759639
180895	0.510455483
190944	0.516700341
200864	0.522537993
249460	0.547789069
300435	0.578803351
350288	0.607745057
401080	0.632678087
450652	0.6541999
501350	0.673865266
603313	0.695165652
701172	0.708817274
805723	0.721478199
907174	0.73242699
1008790	0.742703613
5114695	0.89230466
10668901	0.963122118
20000000	1
