51	0.00057179
52	0.00252406
53	0.00451584
54	0.0062607
55	0.00802839
56	0.00955623
57	0.01086796
58	0.01218403
59	0.01351556
60	0.01463728
61	0.01575055
62	0.01690306
63	0.01783261
64	0.0187768
65	0.01971791
66	0.02049834
67	0.02126663
68	0.02205035
69	0.02285501
71	0.02535018
72	0.0259849
73	0.02646016
75	0.02871676
76	0.02920768
77	0.02970892
79	0.03143298
81	0.03294952
82	0.03332857
84	0.03486012
86	0.03616414
88	0.03748308
90	0.03860643
92	0.03950071
94	0.04058965
96	0.04129916
99	0.0432617
101	0.04402411
104	0.0454413
107	0.04686545
110	0.04808117
113	0.04930088
116	0.0503278
120	0.05187549
124	0.05343884
128	0.05476128
132	0.05609034
136	0.05696476
141	0.05864294
147	0.06035189
152	0.06151159
158	0.06297721
165	0.06481669
172	0.06638552
180	0.06799311
189	0.06965655
198	0.07137988
209	0.07314435
220	0.07497401
233	0.07691025
248	0.07887833
265	0.08095981
284	0.08314627
306	0.08543916
331	0.08791935
362	0.0905239
398	0.09332154
443	0.09638641
499	0.0998172
571	0.10345997
667	0.10761697
803	0.11242509
1002	0.11834377
1061	0.12504448
1128	0.13209954
1203	0.13963214
1290	0.14751319
1389	0.15619305
1506	0.16572936
1644	0.17644021
1809	0.18777064
2012	0.20038781
2266	0.2140059
2593	0.22955889
3030	0.24720982
3645	0.26875931
4572	0.29484471
6134	0.32917055
7245	0.33988701
7607	0.35187089
8006	0.36412038
8450	0.37680324
8946	0.39067054
9503	0.40575873
10135	0.42202413
10857	0.43895859
11689	0.45634188
12659	0.47576474
13806	0.49738682
15180	0.52034888
16858	0.545651
18954	0.57448195
21645	0.60785692
25226	0.64582869
30226	0.68989759
37700	0.74309098
50083	0.81590231
316228	0.99999997
